game_id,season,week,home_team,away_team,home_points,away_points,completed,venue,tennessee_spread,tennessee_spread_price,tennessee_spread_book,tennessee_moneyline,ml_book,tennessee_won,tennessee_covered,total_over,is_home_game,is_conference_game,point_differential,total_game_points,tennessee_points,opponent_points,tennessee_point_differential,tennessee_scoring_efficiency,opponent_scoring_efficiency,is_high_scoring_game,is_blowout,is_close_game,is_early_season,is_late_season,is_mid_season,is_underdog,is_favorite,spread_magnitude,is_large_spread,rolling_points_scored,rolling_points_allowed,rolling_point_differential,rolling_wins,rolling_games,rolling_win_pct,rolling_covers,rolling_cover_pct
401403864,2022,1,Tennessee,Ball State,59,10,True,Neyland Stadium,6.5,-110,BetMGM,200,BetMGM,True,True,False,True,True,49,69,59,10,49,0.8428571428571429,0.14285714285714285,True,True,False,True,False,False,True,False,6.5,False,59.0,10.0,49.0,1.0,1.0,1.0,1.0,1.0
401442019,2022,1,Clemson,Tennessee,14,31,True,Hard Rock Stadium,6.5,-110,BetMGM,200,BetMGM,True,True,False,False,True,-17,45,31,14,17,0.6739130434782609,0.30434782608695654,False,False,False,True,False,False,True,False,6.5,False,45.0,12.0,33.0,2.0,2.0,1.0,2.0,1.0
401403877,2022,2,Pittsburgh,Tennessee,27,34,True,Acrisure Stadium,6.5,-110,BetMGM,200,BetMGM,True,True,False,False,True,-7,61,34,27,7,0.5483870967741935,0.43548387096774194,True,False,True,True,False,False,True,False,6.5,False,41.333333333333336,17.0,24.333333333333332,3.0,3.0,1.0,3.0,1.0
401403889,2022,3,Tennessee,Akron,63,6,True,Neyland Stadium,6.5,-110,BetMGM,200,BetMGM,True,True,False,True,True,57,69,63,6,57,0.9,0.08571428571428572,True,True,False,True,False,False,True,False,6.5,False,42.666666666666664,15.666666666666666,27.0,3.0,3.0,1.0,3.0,1.0
401403901,2022,4,Tennessee,Florida,38,33,True,Neyland Stadium,6.5,-110,BetMGM,200,BetMGM,True,False,False,True,True,5,71,38,33,5,0.5277777777777778,0.4583333333333333,True,False,True,True,False,False,True,False,6.5,False,45.0,22.0,23.0,3.0,3.0,1.0,2.0,0.6666666666666666
401403913,2022,6,LSU,Tennessee,13,40,True,Tiger Stadium (LA),6.5,-110,BetMGM,200,BetMGM,True,True,False,False,True,-27,53,40,13,27,0.7407407407407407,0.24074074074074073,False,True,False,False,False,True,True,False,6.5,False,47.0,17.333333333333332,29.666666666666668,3.0,3.0,1.0,2.0,0.6666666666666666
401403921,2022,7,Tennessee,Alabama,52,49,True,Neyland Stadium,6.5,-110,BetMGM,200,BetMGM,True,False,False,True,True,3,101,52,49,3,0.5098039215686274,0.4803921568627451,True,False,True,False,False,True,True,False,6.5,False,43.333333333333336,31.666666666666668,11.666666666666666,3.0,3.0,1.0,1.0,0.3333333333333333
401403926,2022,8,Tennessee,UT Martin,65,24,True,Neyland Stadium,6.5,-110,BetMGM,200,BetMGM,True,True,False,True,True,41,89,65,24,41,0.7222222222222222,0.26666666666666666,True,True,False,False,False,True,True,False,6.5,False,52.333333333333336,28.666666666666668,23.666666666666668,3.0,3.0,1.0,2.0,0.6666666666666666
401403930,2022,9,Tennessee,Kentucky,44,6,True,Neyland Stadium,6.5,-110,BetMGM,200,BetMGM,True,True,False,True,True,38,50,44,6,38,0.8627450980392157,0.11764705882352941,False,True,False,False,False,True,True,False,6.5,False,53.666666666666664,26.333333333333332,27.333333333333332,3.0,3.0,1.0,2.0,0.6666666666666666
401403933,2022,10,Georgia,Tennessee,27,13,True,Sanford Stadium,6.5,-110,BetMGM,200,BetMGM,False,False,False,False,True,14,40,13,27,-14,0.3170731707317073,0.6585365853658537,False,False,False,False,True,False,True,False,6.5,False,40.666666666666664,19.0,21.666666666666668,2.0,3.0,0.6666666666666666,2.0,0.6666666666666666
401403945,2022,11,Tennessee,Missouri,66,24,True,Neyland Stadium,6.5,-110,BetMGM,200,BetMGM,True,True,False,True,True,42,90,66,24,42,0.7252747252747253,0.26373626373626374,True,True,False,False,True,False,True,False,6.5,False,41.0,19.0,22.0,2.0,3.0,0.6666666666666666,2.0,0.6666666666666666
401403953,2022,12,South Carolina,Tennessee,63,38,True,Williams-Brice Stadium,6.5,-110,BetMGM,200,BetMGM,False,False,False,False,True,25,101,38,63,-25,0.37254901960784315,0.6176470588235294,True,True,False,False,True,False,True,False,6.5,False,39.0,38.0,1.0,1.0,3.0,0.3333333333333333,1.0,0.3333333333333333
401403964,2022,13,Vanderbilt,Tennessee,0,56,True,FirstBank Stadium,6.5,-110,BetMGM,200,BetMGM,True,True,False,False,True,-56,56,56,0,56,0.9824561403508771,0.0,False,True,False,False,True,False,True,False,6.5,False,53.333333333333336,29.0,24.333333333333332,2.0,3.0,0.6666666666666666,2.0,0.6666666666666666
401520179,2023,1,Tennessee,Virginia,49,13,True,Nissan Stadium,6.5,-110,BetMGM,200,BetMGM,True,True,False,True,True,36,62,49,13,36,0.7777777777777778,0.20634920634920634,True,True,False,True,False,False,True,False,6.5,False,47.666666666666664,25.333333333333332,22.333333333333332,2.0,3.0,0.6666666666666666,2.0,0.6666666666666666
401551780,2023,1,Tennessee,Iowa,35,0,True,Camping World Stadium,6.5,-110,BetMGM,200,BetMGM,True,True,False,True,True,35,35,35,0,35,0.9722222222222222,0.0,False,True,False,True,False,False,True,False,6.5,False,46.666666666666664,4.333333333333333,42.333333333333336,3.0,3.0,1.0,3.0,1.0
401520213,2023,2,Tennessee,Austin Peay,30,13,True,Neyland Stadium,6.5,-110,BetMGM,200,BetMGM,True,True,False,True,True,17,43,30,13,17,0.6818181818181818,0.29545454545454547,False,False,False,True,False,False,True,False,6.5,False,38.0,8.666666666666666,29.333333333333332,3.0,3.0,1.0,3.0,1.0
401520224,2023,3,Florida,Tennessee,29,16,True,Ben Hill Griffin Stadium,6.5,-110,BetMGM,200,BetMGM,False,False,False,False,True,13,45,16,29,-13,0.34782608695652173,0.6304347826086957,False,False,False,True,False,False,True,False,6.5,False,27.0,14.0,13.0,2.0,3.0,0.6666666666666666,2.0,0.6666666666666666
401520269,2023,4,Tennessee,UTSA,45,14,True,Neyland Stadium,6.5,-110,BetMGM,200,BetMGM,True,True,False,True,True,31,59,45,14,31,0.75,0.23333333333333334,True,True,False,True,False,False,True,False,6.5,False,30.333333333333332,18.666666666666668,11.666666666666666,2.0,3.0,0.6666666666666666,2.0,0.6666666666666666
401520291,2023,5,Tennessee,South Carolina,41,20,True,Neyland Stadium,6.5,-110,BetMGM,200,BetMGM,True,True,False,True,True,21,61,41,20,21,0.6612903225806451,0.3225806451612903,True,True,False,False,False,True,True,False,6.5,False,34.0,21.0,13.0,2.0,3.0,0.6666666666666666,2.0,0.6666666666666666
401520326,2023,7,Tennessee,Texas A&M,20,13,True,Neyland Stadium,6.5,-110,BetMGM,200,BetMGM,True,True,False,True,True,7,33,20,13,7,0.5882352941176471,0.38235294117647056,False,False,True,False,False,True,True,False,6.5,False,35.333333333333336,15.666666666666666,19.666666666666668,3.0,3.0,1.0,3.0,1.0
401520333,2023,8,Alabama,Tennessee,34,20,True,Bryant-Denny Stadium,6.5,-110,BetMGM,200,BetMGM,False,False,False,False,True,14,54,20,34,-14,0.36363636363636365,0.6181818181818182,False,False,False,False,False,True,True,False,6.5,False,27.0,22.333333333333332,4.666666666666667,2.0,3.0,0.6666666666666666,2.0,0.6666666666666666
401520353,2023,9,Kentucky,Tennessee,27,33,True,Kroger Field,6.5,-110,BetMGM,200,BetMGM,True,True,False,False,False,-6,60,33,27,6,0.5409836065573771,0.4426229508196721,True,False,True,False,False,True,True,False,6.5,False,24.333333333333332,24.666666666666668,-0.3333333333333333,2.0,3.0,0.6666666666666666,2.0,0.6666666666666666
401520377,2023,10,Tennessee,UConn,59,3,True,Neyland Stadium,6.5,-110,BetMGM,200,BetMGM,True,True,False,True,True,56,62,59,3,56,0.9365079365079365,0.047619047619047616,True,True,False,False,True,False,True,False,6.5,False,37.333333333333336,21.333333333333332,16.0,2.0,3.0,0.6666666666666666,2.0,0.6666666666666666
401520391,2023,11,Missouri,Tennessee,36,7,True,Memorial Stadium,6.5,-110,BetMGM,200,BetMGM,False,False,False,False,True,29,43,7,36,-29,0.1590909090909091,0.8181818181818182,False,True,False,False,True,False,True,False,6.5,False,33.0,22.0,11.0,2.0,3.0,0.6666666666666666,2.0,0.6666666666666666
401520419,2023,12,Tennessee,Georgia,10,38,True,Neyland Stadium,6.5,-110,BetMGM,200,BetMGM,False,False,False,True,True,-28,48,10,38,-28,0.20408163265306123,0.7755102040816326,False,True,False,False,True,False,True,False,6.5,False,25.333333333333332,25.666666666666668,-0.3333333333333333,1.0,3.0,0.3333333333333333,1.0,0.3333333333333333
401520442,2023,13,Tennessee,Vanderbilt,48,24,True,Neyland Stadium,6.5,-110,BetMGM,200,BetMGM,True,True,False,True,True,24,72,48,24,24,0.6575342465753424,0.3287671232876712,True,True,False,False,True,False,True,False,6.5,False,21.666666666666668,32.666666666666664,-11.0,1.0,3.0,0.3333333333333333,1.0,0.3333333333333333
401628330,2024,1,Tennessee,Chattanooga,69,3,True,Neyland Stadium,6.5,-110,BetMGM,200,BetMGM,True,True,False,True,True,66,72,69,3,66,0.9452054794520548,0.0410958904109589,True,True,False,True,False,False,True,False,6.5,False,42.333333333333336,21.666666666666668,20.666666666666668,2.0,3.0,0.6666666666666666,2.0,0.6666666666666666
401677177,2024,1,Ohio State,Tennessee,42,17,True,Ohio Stadium,6.5,-110,BetMGM,200,BetMGM,False,False,False,False,True,25,59,17,42,-25,0.2833333333333333,0.7,True,True,False,True,False,False,True,False,6.5,False,44.666666666666664,23.0,21.666666666666668,2.0,3.0,0.6666666666666666,2.0,0.6666666666666666
401628346,2024,2,NC State,Tennessee,10,51,True,Bank of America Stadium,6.5,-110,BetMGM,200,BetMGM,True,True,False,False,True,-41,61,51,10,41,0.8225806451612904,0.16129032258064516,True,True,False,True,False,False,True,False,6.5,False,45.666666666666664,18.333333333333332,27.333333333333332,2.0,3.0,0.6666666666666666,2.0,0.6666666666666666
401628360,2024,3,Tennessee,Kent State,71,0,True,Neyland Stadium,6.5,-110,BetMGM,200,BetMGM,True,True,False,True,True,71,71,71,0,71,0.9861111111111112,0.0,True,True,False,True,False,False,True,False,6.5,False,46.333333333333336,17.333333333333332,29.0,2.0,3.0,0.6666666666666666,2.0,0.6666666666666666
401628369,2024,4,Oklahoma,Tennessee,15,25,True,"Memorial Stadium (Norman, OK)",6.5,-110,BetMGM,200,BetMGM,True,True,False,False,True,-10,40,25,15,10,0.6097560975609756,0.36585365853658536,False,False,False,True,False,False,True,False,6.5,False,49.0,8.333333333333334,40.666666666666664,3.0,3.0,1.0,3.0,1.0
401628379,2024,6,Arkansas,Tennessee,19,14,True,Razorback Stadium,6.5,-110,BetMGM,200,BetMGM,False,True,False,False,True,5,33,14,19,-5,0.4117647058823529,0.5588235294117647,False,False,True,False,False,True,True,False,6.5,False,36.666666666666664,11.333333333333334,25.333333333333332,2.0,3.0,0.6666666666666666,3.0,1.0
401628391,2024,7,Tennessee,Florida,23,17,True,Neyland Stadium,6.5,-110,BetMGM,200,BetMGM,True,False,False,True,True,6,40,23,17,6,0.5609756097560976,0.4146341463414634,False,False,True,False,False,True,True,False,6.5,False,20.666666666666668,17.0,3.6666666666666665,2.0,3.0,0.6666666666666666,2.0,0.6666666666666666
401628397,2024,8,Tennessee,Alabama,24,17,True,Neyland Stadium,6.5,-110,BetMGM,200,BetMGM,True,True,False,True,True,7,41,24,17,7,0.5714285714285714,0.40476190476190477,False,False,True,False,False,True,True,False,6.5,False,20.333333333333332,17.666666666666668,2.6666666666666665,2.0,3.0,0.6666666666666666,2.0,0.6666666666666666
401628412,2024,10,Tennessee,Kentucky,28,18,True,Neyland Stadium,6.5,-110,BetMGM,200,BetMGM,True,True,False,True,True,10,46,28,18,10,0.5957446808510638,0.3829787234042553,False,False,False,False,True,False,True,False,6.5,False,25.0,17.333333333333332,7.666666666666667,3.0,3.0,1.0,2.0,0.6666666666666666
401628416,2024,11,Tennessee,Mississippi State,33,14,True,Neyland Stadium,6.5,-110,BetMGM,200,BetMGM,True,True,False,True,True,19,47,33,14,19,0.6875,0.2916666666666667,False,False,False,False,True,False,True,False,6.5,False,28.333333333333332,16.333333333333332,12.0,3.0,3.0,1.0,3.0,1.0
401628421,2024,12,Georgia,Tennessee,31,17,True,Sanford Stadium,6.5,-110,BetMGM,200,BetMGM,False,False,False,False,True,14,48,17,31,-14,0.3469387755102041,0.6326530612244898,False,False,False,False,True,False,True,False,6.5,False,26.0,21.0,5.0,2.0,3.0,0.6666666666666666,2.0,0.6666666666666666
401628435,2024,13,Tennessee,UTEP,56,0,True,Neyland Stadium,6.5,-110,BetMGM,200,BetMGM,True,True,False,True,True,56,56,56,0,56,0.9824561403508771,0.0,False,True,False,False,True,False,True,False,6.5,False,35.333333333333336,15.0,20.333333333333332,2.0,3.0,0.6666666666666666,2.0,0.6666666666666666
401628446,2024,14,Vanderbilt,Tennessee,23,36,True,FirstBank Stadium,6.5,-110,BetMGM,200,BetMGM,True,True,False,False,True,-13,59,36,23,13,0.6,0.38333333333333336,True,False,False,False,True,False,True,False,6.5,False,36.333333333333336,18.0,18.333333333333332,2.0,3.0,0.6666666666666666,2.0,0.6666666666666666
